Type;Description;Is GHG Target?;Year;Base Year Period;Is Single Year Target?;Source;Geography;Geography ISO;Sector;Scopes;Events
fixed_level_target;Minimum 35% of electricity from clean energy sources by 2024;No;2024;N/A;No;law;Mexico;MEX;Energy;Renewable Energy;
base_year_target;30% cut in GHG emission against baseline by 2020 and 50% cut in GHG emission compared to 2000 in 2050;No;2050;In 2020, against business as usual;;;;;;;
base_year_target;Reducing  emissions by 30% by the year 2020 and 50% reduction in emissions by 2050, against a 2000 baseline;No;2050;2000;No;law;Mexico;MEX;Economy-wide;Economy Wide;
baseline_scenario_target;By 2030, Mexico will reduce its total GHG emissions by 22% and will reduce its Black Carbon emissions by 51% compared with a 2000 baseline;No;2030;2000;No;law;Mexico;MEX;Economy-wide;General, Fisheries And Aquaculture;
baseline_scenario_target;25% (unconditional) reduction in GHG and Short Lived Climate Pollutants emissions for the year 2030 compared to BAU scenario, equivalent to 22% reduction in GHG and 51% reduction in Black Carbon;No;2030;business as usual scenario;No;ndc;Mexico;MEX;Economy-wide;Economy Wide;
;Reduce at least by 50% the number of municipalities in the category of ��most vulnerable�� in the PECC 2014-2018 and avoid any other Municipality falling into this category.;No;;;No;ndc;Mexico;MEX;;Climate Risk Management;
;Reach a rate of 0% deforestation by the year 2030;No;2030;;No;ndc;Mexico;MEX;LULUCF;Reforestation;
base_year_target;30% renewables of total energy production by 2020;No;2020;2020;No;law;Micronesia;FSM;Energy;Renewable Energy;
base_year_target;20% energy loss reduction from production by 2015 against a 2012 baseline;No;2015;2012;No;law;Micronesia;FSM;Energy;Energy Efficiency;
base_year_target;50% increase in energy efficiency by 2020 against a 2012 baseline;No;2020;2012;No;law;Micronesia;FSM;Energy;Energy Efficiency;
base_year_target;28% (unconditional) up to 35% (conditional) reduction in GHG emissions by 2025 compared to 2000;No;2025;2000;No;ndc;Micronesia;FSM;Economy-wide;Economy Wide;
;0.094 MtCO2e by 2025 | -35% emissions compared to 2000 level of 0.15 MtCO2e by 2025;No;2025;;No;ndc;Micronesia;FSM;Energy;Energy: General;
trajectory_target;Biogas as 6% then 20% of gasoline sold;;;;;;;;;;
trajectory_target;4% biofuels in total fuels, then 10% by 2015, 2020 compared with a business as usual scenario;No;2020;Business as usual scenario;No;law;Moldova;MDA;Energy;Biofuels;
trajectory_target;10% RES share in domestic consumption by 2015, then 20% by 2020;No;2020;2015, 2020;No;law;Moldova;MDA;Energy;Renewable Energy;
base_year_target;10% electricity production from renewables by 2020;No;2020;2020;No;law;Moldova;MDA;Energy;Renewable Energy;
base_year_target;10% transport energy from renewables by 2020;No;2020;2020;No;law;Moldova;MDA;Transportation;Renewable Energy;
intensity_target;10% energy intensity decrease by 2020;No;2020;2020;No;law;Moldova;MDA;Energy;Energy Intensity;
base_year_target;16% energy savings, then 20% by 2016, 2020 against a 2009 baseline;No;2020;2009;No;law;Moldova;MDA;Energy;Energy Efficiency;
base_year_target;13%, then 11% electricity transmission and distribution loss reduction, 39% then 20% natural gas transmission and distribution loss reduction, and 5% then 2% heating loss reduction by 2015, 2020 compared with a 2015, 2020 scenario;No;2020;2015, 2020;No;law;Moldova;MDA;Energy;Energy Efficiency;
base_year_target;20% cut in energy consumption in buildings by 2020 against a 2011 baseline;No;2020;2011;No;law;Moldova;MDA;Buildings;Energy Efficiency;
base_year_target;Cut natural gas from 53% to 45% of national energy mix by 2020 against a 2010 baseline;No;2020;2010;No;law;Moldova;MDA;Energy;Fuels;
base_year_target;25% cut in GHG emissions by 2020 compared with a 1990 baseline;No;2020;1990;No;law;Moldova;MDA;Economy-wide;Economy Wide;
base_year_target;64-67% (unconditional) and up to 78% (conditional) reduction in GHG emission in 2030 compared to 1990;No;2030;1990;No;ndc;Moldova;MDA;Economy-wide;Economy Wide;
;Assure the development of climate resilience by reducing at least by 50% the climate change vulnerability and facilitate climate change adaptation in six priority sectors, one of them being transport;No;;;No;ndc;Moldova;MDA;Transportation;Infrastructure And Roads;
;Assure the development of climate resilience by reducing at least by 50% the climate change vulnerability and facilitate climate change adaptation in six priority sectors, one of them being energy;No;;;No;ndc;Moldova;MDA;Energy;Energy: General;
;Assure the development of climate resilience by reducing at least by 50% the climate change vulnerability and facilitate climate change adaptation in six priority sectors, one of them being health;No;;;No;ndc;Moldova;MDA;Health;Health: General;
;Assure the development of climate resilience by reducing at least by 50% the climate change vulnerability and facilitate climate change adaptation in six priority sectors, one of them being forestry;No;;;No;ndc;Moldova;MDA;LULUCF;Sustainable Forest Management;
;Assure the development of climate resilience by reducing at least by 50% the climate change vulnerability and facilitate climate change adaptation in six priority sectors, one of them being water resources;No;;;No;ndc;Moldova;MDA;Water;Water Management;
;Assure the development of climate resilience by reducing at least by 50% the climate change vulnerability and facilitate climate change adaptation in six priority sectors, one of them being agriculture;No;;;No;ndc;Moldova;MDA;Agriculture;Climate Smart Agriculture;
;-15% emissions from waste and transport by 2020 compared to BAU;No;2020;;No;ndc;Moldova;MDA;Transportation;Transport: General;
;-15% emissions from waste and transport by 2020 compared to BAU;No;2020;;No;ndc;Moldova;MDA;Waste;Waste: General;
;+25% net removals by 2020;No;2020;;No;ndc;Moldova;MDA;LULUCF;LULUCF/Forestry: General;
;-20% emissions from buildings, industry and agriculture by 2020 compared to BAU;No;2020;;No;ndc;Moldova;MDA;Agriculture;Agriculture: General;
;-20% emissions from buildings, industry and agriculture by 2020 compared to BAU;No;2020;;No;ndc;Moldova;MDA;Buildings;Buildings;
;-20% emissions from buildings, industry and agriculture by 2020 compared to BAU;No;2020;;No;ndc;Moldova;MDA;Industry;Industries: General;
;20% share of renewable energy by 2020;;;;;;;;;;
;-25% emissions from power production sector by 2020 below BAU;No;2020;;No;ndc;Moldova;MDA;Energy;Energy: General;
fixed_level_target;20% of energy from renewables by 2020;No;2020;2011;No;law;Monaco;MCO;Energy;Renewable Energy;
base_year_target;Energy efficiency improved by 20% by 2020 against a 2007 baseline;No;2020;2007;No;law;Monaco;MCO;Energy;Energy Efficiency;
base_year_target;30% reduction of GHG emissions by 2020 and 80% by 2050 against a 1990 baseline;No;2050;1990;No;law;Monaco;MCO;Economy-wide;Economy Wide;
base_year_target;50% reduction in GHG emissions by 2030 compared to 1990;No;2030;1990;No;ndc;Monaco;MCO;Economy-wide;Economy Wide;
not_applicable;Not Applicable;No;0;N/A;No;ndc;Mongolia;MNG;Economy-wide;Economy Wide;
;To strengthen early warning system for natural disasters;No;;;No;ndc;Mongolia;MNG;Disaster Risk Management (Drm);Early Warning System;
;To find solutions (and subsequently implement) for sustainable water supply in Ulaanbaatar and for industries and mining in the Gobi region;No;;;No;ndc;Mongolia;MNG;Water;Water Supply;
;30 % of the territory will be state protected by 2030 and sustainable financial mechanism will be introduced |To create water reservoirs at rivers and at outlets of lakes, and to construct multipurpose systems of water use;No;2030;;No;ndc;Mongolia;MNG;Water;Water Conservation And Reuse;
;To reduce bare fallow to 30% ;;;;;;;;;;
;Reduce rate of pasture degradation;;;;;;;;;;
;To make forests resilient to climate change by improving their productivity and changing their composition and structure;No;;;No;ndc;Mongolia;MNG;LULUCF;Sustainable Forest Management;
;Forest area will be increased to 9% by 2030 through reforestation activities;;;;;;;;;;
;Increase the share of private hybrid road vehicles to 13% by 2030 from 6.5% in 2014;No;2030;;No;ndc;Mongolia;MNG;Transportation;Vehicle Fleet;
;-2% by 2020 and -5% by 2030;No;2030;;No;ndc;Mongolia;MNG;LULUCF;LULUCF/Forestry: General;
;-20% by 2020 and -40% by 2030 in heat losses in buildings;No;2030;;No;ndc;Mongolia;MNG;Buildings;Buildings;
;Upgrading/paving 11,000km roads by 2021;No;2021;;No;ndc;Mongolia;MNG;Transportation;Road Sector;
;30-40% traffic decrease in Ulaanbatar by 2023;No;2023;;No;ndc;Mongolia;MNG;Transportation;Transport: General;
;-11.2% emissions through internal energy use in combined heat and power plants by 2020 and 9.14% by 2030;No;2030;;No;ndc;Mongolia;MNG;Energy;Supply-Side Efficiency: Power Generation Efficiency Improvement: Cogeneration Plants;
;-10.8% in electricity transmission losses by 2020 and 7.8%  reduction by 2030;No;2030;;No;ndc;Mongolia;MNG;Energy;Supply-Side Efficiency: Grid/Energy Loss Reduction;
;20% renewables by 2020 and 30% renewables by 2030 as a share of total electricity generation capacity;No;2030;;No;ndc;Mongolia;MNG;Energy;Renewable Energy;
;Insulation of 18,184 households in Ulanbataar;No;;;No;ndc;Mongolia;MNG;Energy;Demand-Side Efficiency: Buildings;
;Installation of 354 MW wind energy;No;;;No;ndc;Mongolia;MNG;Energy;Renewable Energy: Wind;
;Installation of 145 MW solar energy;No;;;No;ndc;Mongolia;MNG;Energy;Renewable Energy: Solar;
;Installation of 675 MW hydro power;No;;;No;ndc;Mongolia;MNG;Energy;Renewable Energy: Hydro;
base_year_target;30% personal transportation by public transport by 2030;No;2030;2030;No;law;Montenegro;MNE;Transportation;Public Transport;
base_year_target;70% freight railway traffic on electricity (rather than diesel) by 2030;No;2030;2030;No;law;Montenegro;MNE;Transportation;Renewable Energy;
base_year_target;25% hot water from renewables by 2030;No;2030;2030;No;law;Montenegro;MNE;Energy;Renewable Energy;
base_year_target;15% space heating from renewables by 2030;No;2030;2030;No;law;Montenegro;MNE;Energy;Renewable Energy;
base_year_target;Up to 20% replacement of heating coal by solar and biomass by 2030;No;2030;2030;No;law;Montenegro;MNE;Energy;Renewable Energy;
fixed_level_target;10% biomass in fuel by 2030;No;2030;2030;No;law;Montenegro;MNE;Energy;Biofuels;
base_year_target;33% renewable energy consumption by 2020;No;2020;2020;No;law;Montenegro;MNE;Energy;Renewable Energy;
trajectory_target;Cut in biodegradable landfill waste from 63% to 47% in 2015 and to 22% by 2024 against a 2010 baseline;No;2024;2010;No;law;Montenegro;MNE;Waste;Waste Reduction;
intensity_target;40% cut in energy intensity (29,770MJ to 17,692MJ) by 2030 against a 2010 baseline;No;2030;2010;No;law;Montenegro;MNE;Energy;Energy Intensity;
base_year_target;27% energy efficiency increase by 2030;No;2030;N/A;No;law;Montenegro;MNE;Energy;Energy Efficiency;
base_year_target;9% cut in energy consumption (excluding Aluminum Combine Podgorica), then savings in line with EU by 2018 against a 2006 baseline;No;2018;2006;No;law;Montenegro;MNE;Energy;Energy Efficiency;
fixed_level_target;0% tolerance for PM10 concentrations by 2015;No;2015;2015;No;law;Montenegro;MNE;Economy-wide;Economy Wide;
base_year_target;30% cut in GHG emissions by 2030 compared with a 1990 baseline;No;2030;1990;No;law;Montenegro;MNE;Economy-wide;Economy Wide;
base_year_target;30% reduction (at least 1572 kilotons) in GHG emissions to the level below or at 3667 kilotons by 2030 compared to 1990 level (5239 kilotons);No;2030;1990;No;ndc;Montenegro;MNE;Economy-wide;Economy Wide;
base_year_target;35% cut in GHG emissions  by 2020;No;2020;N/A;No;law;Morocco;MAR;Transportation;General;
fixed_level_target;At least 2MW solar energy production;No;0;Business as usual scenario;No;law;Morocco;MAR;Energy;Renewable Energy;
base_year_target;1,554 MW produced from wind energy by 2012, then 2,280 MW by 2020, then 5,520 MW by 2030;No;2030;2012, 2020, 2030;No;law;Morocco;MAR;Energy;Renewable Energy;
fixed_level_target;Avoid 20,825 kT CO2 emissions through renewable energy by 2030 against a 2009 baseline;No;2030;2009;No;law;Morocco;MAR;Energy;Renewable Energy;
fixed_level_target;400MW biomass capacity by 2030;No;2030;2030;No;law;Morocco;MAR;Energy;Renewable Energy;
fixed_level_target;740MW concentrated solar, 400MW solar PV, 3,000,000 m2 thermal solar by 2030;No;2030;2030;No;law;Morocco;MAR;Energy;Renewable Energy;
base_year_target;42% renewable energy cpapcity by 2020;No;2020;2020;No;law;Morocco;MAR;Energy;Renewable Energy;
fixed_level_target;Energy from 207140m3 REDD+ forests;No;;annual;No;law;Morocco;MAR;LULUCF;Afforestation;
base_year_target;Up to 6,120 MTCO2e emissions reduction by enforcing overgrazing strategy by 2030 against a 2013 baseline;No;2030;2013;No;law;Morocco;MAR;LULUCF;Land Use Change;
fixed_level_target;1.5 million ha reforested by 2030;No;2030;2030;No;law;Morocco;MAR;LULUCF;Afforestation;
base_year_target;Reduce 200MW energy loss through increased battery capacity installations by 2012 against a 2008 baseline;No;2012;2008;No;law;Morocco;MAR;Energy;Energy Efficiency;
base_year_target;12-15% energy savings, then 20% by 2020, 2030;No;2030;N/A;No;law;Morocco;MAR;Energy;Energy Efficiency;
base_year_target;15% energy savings through energy efficiency programs in building, industry, and transport by 2030 against a 2009 baseline;No;2030;2009;No;law;Morocco;MAR;Industry;Energy Efficiency;
base_year_target;Avoid 2,874 kT CO2 emissions through energy efficiency by 2030 against a 2009 baseline;No;2030;2009;No;law;Morocco;MAR;Energy;Energy Efficiency;
baseline_scenario_target;17% (unconditional) to 42% (conditional) reduction in GHG emission by 2030 compared to the BAU scenario, taking into account reductions in Agriculture, Forestry and Other Land Use (AFOLU);No;2030;business as usual scenario;No;ndc;Morocco;MAR;Economy-wide;Economy Wide;
;Increasing by 50 % the volume of sea products utilized and marketed by 2030;No;2030;;No;ndc;Morocco;MAR;Agriculture;Fisheries And Aquaculture;
;Restoring 50 % of damaged marine habitats by 2030;No;2030;;No;ndc;Morocco;MAR;Agriculture;Fisheries And Aquaculture;
;Development of two hatcheries dedicated to restock five endangered coastal species by 2030;No;2030;;No;ndc;Morocco;MAR;Agriculture;Fisheries And Aquaculture;
;Establishment of marine protected areas representing 10 % of the Exclusive Economic Zone by 2030;No;2030;;No;ndc;Morocco;MAR;Agriculture;Fisheries And Aquaculture;
;Reduction by 50 % of the quantity of fish meal created from fresh fish by 2020;No;2020;;No;ndc;Morocco;MAR;Agriculture;Fisheries And Aquaculture;
;Establishment of a coastal observation network, equipped with four oceanographic and meteorological buoys, and expansion of the environmental and sanitary surveillance and warning system along the coastline to 40 observation zones by 2020;No;2020;;No;ndc;Morocco;MAR;Agriculture;Fisheries And Aquaculture;
;Reduction of discharges by 90 % compared to current levels by 2020;No;2020;;No;ndc;Morocco;MAR;Agriculture;Fisheries And Aquaculture;
;Reach a 95 % rate of traded species managed sustainably by 2020;No;2020;;No;ndc;Morocco;MAR;Agriculture;Fisheries And Aquaculture;
;Afforest 600,000 hectares by 2030;No;2030;;No;ndc;Morocco;MAR;LULUCF;Afforestation;
;Protecte 1,500,000 hectares against erosion by 2030, which will include the prioritization of 22 basins;No;2030;;No;ndc;Morocco;MAR;LULUCF;Land Degradation;
;The replenishment of 200,000 hectares of forests by 2020;No;2020;;No;ndc;Morocco;MAR;LULUCF;Reforestation;
